trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.45181280070179025}",30,12,-73.86955111322345,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 2}",1
553,False,"{'a': 0.5, 'e': 0.45002767272740274}",30,6,-38.17326967211161,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
554,False,"{'a': 0.5, 'e': 0.4482407446429244}",20,11,14.548898339720473,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.4464520235960651}",20,10,3.546042344149833,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.4446615167417068}",25,3,-28.66778216692837,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.4428692312418743}",25,3,-0.45014107818605087,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.44107517426570736}",25,9,-96.51250756470208,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.43927935298943144}",25,2,-18.57430909274528,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.4374817745963293}",25,14,-16.92437797646801,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.4356824462767121}",20,9,-25.56642581920242,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.43388137522789066}",20,0,28.12398147890069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.4320785686541468}",20,5,-89.1382201376418,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
564,False,"{'a': 0.5, 'e': 0.4302740337667045}",25,12,18.348021173986684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.42846777778370077}",20,14,9.493833672687824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.42665980793015723}",20,14,14.036441974268577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.4248501314379508}",20,5,-14.871462648707928,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.42303875554578513}",25,0,-33.69977058592495,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.42122568749916134}",25,7,4.028534123152824,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.41941093455034917}",25,14,-35.11399014858181,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
571,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,5,-17.875451692638276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.5, 'e': 0.4157764029889078}",20,14,-0.46559513626016447,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.4139566389144}",20,0,-34.70571582097179,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.4121352190138885}",30,1,-121.88836576546703,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 3}",1
575,False,"{'a': 0.5, 'e': 0.4103121505730504}",25,0,-2.6069458468947273,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
576,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,2,-40.39386633012487,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
577,False,"{'a': 0.5, 'e': 0.40666109724604504}",25,0,0.751935024790255,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.4048331269640863}",20,12,1.9171388641891802,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.4030035373501593}",20,0,-79.7791029495356,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
580,False,"{'a': 0.5, 'e': 0.4011723357226203}",25,0,-87.84077037666448,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
581,False,"{'a': 0.5, 'e': 0.3993395294062732}",30,7,-25.725237739895498,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.397505125732341}",20,11,-25.714532172496913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
583,False,"{'a': 0.5, 'e': 0.39566913203843584}",25,9,-53.217477238193325,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
584,False,"{'a': 0.5, 'e': 0.3938315556685301}",30,16,-52.999010825371144,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
585,False,"{'a': 0.5, 'e': 0.39199240397292684}",20,6,-19.538359057524968,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.3901516843082303}",25,9,-19.76645419373726,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.38830940403731673}",25,12,-7.666018269064411,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.38646557052930475}",20,6,-8.387368017553648,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.38462019115952595}",20,7,21.173868654035914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.38277327330949534}",30,21,12.876362106796913,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.38092482436688185}",25,9,-7.35238489607071,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.3790748517254788}",20,10,-31.09771979133887,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.5, 'e': 0.37722336278517427}",20,13,11.702804979274667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.37537036495192155}",20,5,-62.91937814525997,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.37351586563770955}",25,11,-22.46254873997664,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.371659872260533}",20,2,-7.075726012580077,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.36980239224436295}",20,8,-21.425540729826935,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.36794343301911697}",20,0,-3.088209975851478,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.36608300202062954}",30,0,-65.27293484688279,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
600,False,"{'a': 0.5, 'e': 0.36422110669062213}",20,14,9.79412432646536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,6,-4.11066358459796,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.3604929528321903}",20,13,-8.120215218840146,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.35862670921637635}",25,11,-52.67245271751547,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
604,False,"{'a': 0.5, 'e': 0.35675903109420365}",25,11,-1.260355252049208,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.3548899259363823}",20,12,-11.039795663048366,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.3530194012193304}",20,12,17.051585646084483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.3511474644251443}",20,9,5.042070594084293,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.34927412304156863}",25,0,-55.88288190161897,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
609,False,"{'a': 0.5, 'e': 0.34739938456196656}",20,0,-82.08356278189278,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
610,False,"{'a': 0.5, 'e': 0.3455232564852894}",25,12,-35.33913817600877,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
611,False,"{'a': 0.5, 'e': 0.34364574631604705}",25,7,-96.86421971641366,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
612,False,"{'a': 0.5, 'e': 0.3417668615642776}",20,12,13.704212923814836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.3398866097455176}",25,12,-12.076793079599915,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.33800499838077175}",20,3,16.69203191777426,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.3361220349964831}",20,13,-9.107934919485649,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,10,-3.899946156088638,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.33235208230205926}",20,11,4.918217143198091,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.33046510807172985}",20,0,11.99832451392922,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.3285768119814088}",25,16,-7.964470738650042,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.3266872015842779}",30,12,-87.36775870305523,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
621,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,5,-52.49333565847079,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
622,False,"{'a': 0.5, 'e': 0.3229040681085699}",20,12,-6.331148471124681,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.32101056016252166}",25,0,-66.59129013768352,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
624,False,"{'a': 0.5, 'e': 0.31911576817466075}",20,11,13.349362377241768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,10,-14.091962447457494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.5, 'e': 0.3153223623952687}",30,0,-93.2857230531214,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
627,False,"{'a': 0.5, 'e': 0.3134237637773555}",20,7,20.909628086660653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.3115239114648051}",25,11,2.879370458547698,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.3096228130570242}",30,0,22.090703660040568,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
630,False,"{'a': 0.5, 'e': 0.3077204761584039}",30,12,17.700137176872488,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.30581690837828934}",25,0,-39.42077455134589,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
632,False,"{'a': 0.5, 'e': 0.3039121173309489}",25,17,12.791228218345896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.30200611063554444}",20,14,12.53172782465127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,8,8.368640163889047,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.2981904808014722}",20,9,-0.9194466289936356,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.29628087292531874}",25,12,-11.58768809468653,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.29437007992606856}",25,5,-39.44243100653342,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
638,False,"{'a': 0.5, 'e': 0.29245810944689116}",25,11,15.586118435552677,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.29054496913566596}",30,2,-30.596825760692006,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
640,False,"{'a': 0.5, 'e': 0.2886306666449516}",20,16,6.708374567888695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.2867152096319555}",20,2,29.599107413212028,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.28479860575850313}",20,12,2.2656555823935483,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.2828808626910075}",30,13,-51.503917714477005,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
644,False,"{'a': 0.5, 'e': 0.28096198810043826}",20,0,9.64201561957902,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.2790419896622912}",25,7,-39.885993674147,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.2771208750565576}",25,14,-14.104370404922317,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.2751986519676933}",30,8,26.033667627247386,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.273275328084588}",30,1,-53.11806513231706,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 2}",1
649,False,"{'a': 0.5, 'e': 0.2713509111005347}",20,11,7.839125509605149,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.26942540871319887}",20,0,-13.529300970529421,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
651,False,"{'a': 0.5, 'e': 0.26749882862458735}",20,0,6.796579802971375,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
652,False,"{'a': 0.5, 'e': 0.265571178541018}",25,0,26.168084295394237,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
653,False,"{'a': 0.5, 'e': 0.2636424661730887}",25,3,-29.821178995902297,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.2617126992356461}",25,12,8.466079671334814,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.25978188544775555}",20,5,-38.15070230019983,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
656,False,"{'a': 0.5, 'e': 0.25785003253266964}",30,0,13.214667234364823,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.2559171482177973}",30,23,13.51258984090319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.2539832402346734}",25,14,9.468848445630938,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.25204831631892716}",25,19,13.483665893433136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.2501123842102517}",20,0,-4.419718690832782,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,0,-97.0979169053737,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
662,False,"{'a': 0.5, 'e': 0.24623752639301838}",20,5,-13.133813508307494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
663,False,"{'a': 0.5, 'e': 0.24429861618388662}",20,10,20.664613735038618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.24235872878061585}",20,3,13.68121014310191,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.2404178719427531}",20,2,0.21862524401991212,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,5,24.28040373519398,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.2365332810207974}",30,12,35.33572714101746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.23458956247506296}",35,20,15.814781323715405,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.23264490557139142}",20,11,7.049022897529603,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.2306993180884078}",20,7,21.227396615600234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.22875280780845939}",20,2,-17.10646474982126,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.22680538251758475}",20,10,19.361884031041654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.22485705000548248}",25,5,-8.387001004261874,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.22290781806547996}",25,2,31.895103015932147,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.22095769449450242}",20,1,-26.739035229781543,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
676,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,7,29.62780017033971,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.2170548036651242}",20,9,-42.36588598175139,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
678,False,"{'a': 0.5, 'e': 0.21510205201828167}",20,4,-3.2773596069522797,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.21314843996351787}",20,2,21.69952614523057,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.2111939753152784}",30,4,11.334159399942468,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.20923866589141926}",25,18,0.8984491185331986,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.20728251951317556}",20,4,23.402914094758415,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.20532554400513015}",25,13,18.02328550900996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.20336774719518252}",25,0,0.9038658971715838,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
685,False,"{'a': 0.5, 'e': 0.20140913691451726}",25,1,2.6410783508004796,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,10,17.71228638256581,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.19748950728201042}",20,9,18.280362380669185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.19552850360868218}",25,17,-27.85969047928945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.1935667178216002}",25,12,23.898784945926806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.19160415776790501}",25,7,-1.7055649203561734,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.18964083129783424}",25,9,18.840871550748478,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.18767674626469114}",20,2,18.224011178680012,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.1857119105248132}",30,0,-22.54234332500873,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
694,False,"{'a': 0.5, 'e': 0.18374633193754078}",20,15,4.0404623864569125,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.18178001836518562}",25,13,24.037191393997222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.17981297767299936}",20,14,-27.475436293575584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.17784521772914216}",20,16,8.236727789195747,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.17587674640465117}",25,17,14.808104816716991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.17390757157340905}",20,13,12.787791999895822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.17193770111211254}",25,12,1.663927040232385,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.16996714290024081}",25,14,21.78400157871351,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.1679959048200241}",20,9,22.763463596342444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,15,10.00345972743319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.16405142059704247}",20,5,2.5909854006487416,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.1620781902322094}",25,13,23.806816627208725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.16010431155483126}",25,9,27.57127540614292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.1581297924604204}",25,17,16.35770664098669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.15615464084705052}",25,18,2.0935656787427597,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.15417886461532546}",20,13,13.527089473676295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.15220247166834752}",25,3,-12.079661508475104,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
711,False,"{'a': 0.5, 'e': 0.15022546991168584}",25,16,-0.6698329558083924,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.14824786725334482}",20,11,15.321642495627229,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.14626967160373244}",20,7,2.049065093664966,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.14429089087562869}",20,2,18.533837913110006,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.1423115329841538}",25,12,21.968739268978805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.14033160584673673}",25,11,-31.155552833190313,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.13835111738308337}",35,22,23.662324801517325,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.13637007551514496}",20,12,-8.563558614415195,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.13438848816708632}",25,10,27.534094343026513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.1324063632652542}",20,5,24.336910080351686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,14,24.192966479783315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.12844053251637585}",35,0,-49.506282014277346,"{0: 32, 1: 0, 2: 0, 3: 1, 4: 2}",1
723,False,"{'a': 0.5, 'e': 0.12645684253264733}",30,4,10.250167621260731,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,13,13.120037866275538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.12248795302036633}",20,13,5.767743173105601,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.12050276936736662}",30,22,15.020492109364413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.11851710370345009}",25,8,23.037423679040387,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.11653096397127678}",30,16,28.733093521154974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11454435811540296}",20,14,12.626499855245275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.1125572940822494}",25,12,-2.0332385885772424,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.11056977982006959}",25,14,9.156616980571107,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.10858182327891792}",20,0,31.44080581019051,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
733,False,"{'a': 0.5, 'e': 0.10659343241061792}",20,6,24.748355769302204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.10460461516873039}",20,12,3.5092640175514886,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.10261537950852166}",20,8,19.66534134971884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
